name,text,episode,season
SARAH,I saw him ... at the foot of Laura's bed. He looked like an animal.,5,1
SHERIFF TRUMAN,Have you ever seen this man before?,5,1
SARAH,"No, never. His face, my god, his face. (becomes upset)LELAND PALMER enters the room, wearing a robe, looking like he just woke up.",5,1
LELAND,"Sarah, did you tell them about the necklace? (SARAH composes herself) Your gonna love that one.",5,1
SHERIFF TRUMAN,What necklace?,5,1
LELAND,(holds up two fingers) She's had two visions. (walks off),5,1
SHERIFF TRUMAN,Go ahead Sarah.,5,1
SARAH,Leland? (walks after him) Leland?SARAH stops roughly where he was standing.,5,1
SHERIFF TRUMAN,Sarah.She turns to SHERIFF TRUMAN and tells her earlier vision.,5,1
SARAH,"Its night. A flashlight beam moves across the ground. A hand, a gloved hand, lifts a rock and takes out a necklace, broken in half. It was Laura's.DONNA listens and appears disturbed from the realization of SARAH'S vision.TUNE ENDS: LAURA PALMER'S THEME    CUT TO:TUNE: INVITATION TO LOVE   28K",5,1
TELEVISION,We view a CLOSEUP on the television and see the end of the intro for the television program 'Invitation to Love' as its tune swells down over a blue background with a note shown with a scarlet red flowing script that writes out the program's title on virgin white paper.,5,1
ANNOUNCER,"... invitation to love.TUNE ENDS: INVITATION TO LOVE   28KThe INTRO for the show FADES OUT. The show FADES IN to a nerdy looking man, CHET, with thin greasy hair and glasses, and to EMERALD, a woman with long hair and wearing a lot of costume jewelry. CHET is seated and EMERALD stands beside him running her fingers though his hair.",5,1
EMERALD,Don't fight it Chet. You know as well as I there's still something between us. (looks at her greasy hand) There always will be.,5,1
CHET,For god sake Emerald. That may be true but I'm married to your sister now. It's wrong.,5,1
EMERALD,"Well, you always said you could never tell us apart so ...CUT TO:INT. TWIN PEAKS SHERIFF'S DEPARTMENT - DAYIn the reception office, we see that it is LUCY MORAN, chewing on a pencil top, is watching the program very closely. SHERIFF TRUMAN and DEPUTY ANDY enter the building and walk up to the reception window.",5,1
SHERIFF TRUMAN,Morning Lucy. What's going on?,5,1
LUCY,"Uhh thanks to Jade, Jared decided not to kill himself and he's changed his will, leaving the Towers to Jade instead of Emerald but Emerald found out about it and now she's trying to (TRUMAN and ANDY look at each other in befuddlement) seduce Chet to give her the new will so she can destroy it. Montana's planning to kill Jared at midnight so the Towers will belong to Emerald and Montana but I think she's going to double cross him and he doesn't know it yet. Poor Chet.",5,1
SHERIFF TRUMAN,What's going on ... here?,5,1
LUCY,"Uh, Agent Cooper is in the conference room with Dr. Jacoby.",5,1
SHERIFF TRUMAN,Thank you.SHERIFF TRUMAN walks off toward the conference room. ANDY moves closer to the reception window.,5,1
ANDY,"(softly) Lucy, why couldn't I spend the night last night?",5,1
LUCY,"Will you be having coffee Deputy Brennan?ANDY shies away from LUCY'S cold reply.CUT TO:INT. TWIN PEAKS SHERIFF'S DEPARTMENT - DAYIn the conference room, DR. LAWRENCE JACOBY sits at the long end of the table with the blackboard, with a map of Tibet, in the background. He wears a pair of glasses with one red lens and one blue lens. AGENT COOPER sits at the other end of the table sternly watching DR. JACOBY perform a magic trick. The magic trick has two white balls between the fingers on one hand. He taps that hand against his head and one ball disappears. He opens his mouth to reveal the ball. DR. JACOBY performs the trick twice before COOPER asks ...",5,1
COOPER,"Was Laura Palmer seeing you because she was addicted to cocaine?DR. JACOBYAgent Cooper, I'd like to help ya' but uh ... got a little problem here, uh. Look may-maybe there's some sort of hula we can do around my doctor / patient confidentiality, huh.",5,1
COOPER,It is safe to say she came to you because she was having problems?DR. JACOBYOh my yes.,5,1
COOPER,"Were her problems of a sexual nature?DR. JACOBYAgent Cooper, the problems of our entire society are of a sexual nature.DR. JACOBY stands up, walks over to the blackboard with the map of Tibet and looks it over.DR. JACOBYTibet. (smiles) You know, my abiding interests lie to the East as well but only as far as Ha-vai-i (Hawaii). The ancient Hawaiians often turn to the soothing rhizome of the ginger plant to ease the pain of profound confusion. Which, more often then not, was sexual.",5,1
COOPER,"Ginger is nonaddictive, cocaine is.DR. JACOBYLook the-the fact that-that Laura Palmer sought medication, no matter how dubious, was actually a positive sign.",5,1
COOPER,"Dr. Jacoby, I understand you cared deeply for Laura Palmer. Why is it that you won't help us?DR. JACOBY moves toward COOPER.DR. JACOBYMy ... own ... personal investigation, I suspect, will be ongoing for the rest of my life.SHERIFF TRUMAN enters the room. Now close to COOPER, DR. JACOBY bends slightly to him and says ...DR. JACOBYLaura ... had ... secrets ... and around those secrets she built the fortress ... that, well that in my six months with her, I was not able to penetrate and for which I consider myself ... an abject failure.",5,1
SHERIFF TRUMAN,"Doctor, did Laura ever discuss Bobby Briggs or James Hurley with you?DR. JACOBYNow they were boys, Laura was a woman.",5,1
COOPER,She had sex with three men the night she was murdered. Were you one of them?DR. JACOBY looks as if he is going to proudly say yes but sighs and says ...DR. JACOBYNo.,5,1
COOPER,"Who killed her Dr. Jacoby?DR. JACOBYThe night after Laura died, I followed a man that uh ... Laura had spoken to me about. He was driving a red corvette. I followed him to the old sawmill road and then I lost him. And that gentlemen is all I can tell you.The intercom unit buzzes. LUCY'S voice can be heard over the speaker.",5,1
LUCY,"Agent Cooper, there's a Gordon Cole on the phone. He say's your expecting his call. Should I put him through?",5,1
COOPER,"Yes Lucy, put him through. Thank you doctor that will be all.DR. JACOBY heads out but is stopped at the door by a question.",5,1
SHERIFF TRUMAN,"You'll be in town doctor?DR. JACOBYWell, I'm planning a pilgrimage to Pebble Beach ... but that's not till the end of the month. Hang loose howies.DR. JACOBY gives a hang loose hand sign and leaves the room.",5,1
COOPER,"Does Leo Johnson drive a red corvette?COOPER moves to a small table along the wall, picks up the intercom unit and places it on the table.",5,1
SHERIFF TRUMAN,Yes.,5,1
COOPER,How we doing on Jacques Renault?,5,1
SHERIFF TRUMAN,"There's an APB on him. His brother made bail this morning. I got an all points on him too.COOPER composes himself before turning the intercom unit on. The man speaking over the intercom is GORDON COLE, COOPER'S superior.",5,1
COOPER,Harry this is my supervisor. (presses the button on intercom unit) Good morning Gordon. How we doin'?,5,1
GORDON,"(over the speaker) Cooper, where do we start? The Palmer girl or Albert's new best friend, Harry Truman.SHERIFF TRUMAN, a little worried, walks over to the window.",5,1
COOPER,Laura Palmer.,5,1
GORDON,"Albert has been very busy. The twine he found in her upper arm is a common household variety, Finley's Fine Twine.",5,1
COOPER,And the twine on her wrists?,5,1
GORDON,"Definitely not a match. No ID yet and those marks on her shoulders, bird bites.",5,1
SHERIFF TRUMAN,Bird bites?,5,1
GORDON,He'll also be faxing a reconstruction of the plastic fragment from her stomach.,5,1
COOPER,"Great, tell Albert we're anxiously waiting his results.",5,1
GORDON,"Now for the bad news Coop. I got an OJ and a AFO here from Albert concerning his mano y mano with the local Sheriff Truman. Albert wants this guy's badge Coop.A little agitated, COOPER stands up and becomes rather animated as he talks.",5,1
COOPER,"Gordon, here's how it is. You know Albert. In my opinion Sheriff Truman displayed the patience of a saint 'not' clocking him a day earlier then he did.",5,1
GORDON,He wants it filed with the US Attorney.,5,1
COOPER,File it under 'F' for forget it.,5,1
GORDON,Cooper?,5,1
COOPER,And you tell Albert that if he wants to pursue this I'll fight him all the way up the chain to Washington.DEPUTY ANDY walks into the room.,5,1
GORDON,"Cooper? Coop, don't get excited and hang up on me now.",5,1
COOPER,Talk to you later Gordon.COOPER presses the button on intercom unit to hang up.,5,1
SHERIFF TRUMAN,Thanks. I didn't ... get a whole lot of sleep last night.,5,1
COOPER,"Harry, the last thing I want you to worry about, while I'm here, is some city slicker I brought into your town relieving himself upstream.ANDY hands COOPER the drawing he produces using SARAH'S description from her vision.",5,1
COOPER,This is the man I saw in my dream.,5,1
SHERIFF TRUMAN,You saw this man?,5,1
COOPER,I had an intuition that my dream and Sarah Palmer's vision were connected. I didn't go with you this morning because I didn't want to influence her. I'm a strong sender. (to ANDY) The eyes were a bit closer together.The intercom buzzes and LUCY can be heard from the speaker.,5,1
LUCY,Deputy Hawk calling in for Agent Cooper.COOPER picks up a nearby phone.,5,1
COOPER,Hawk. (reply over the phone) Right. Stay there. Follow him if he moves.COOPER hangs up the phone and turns to SHERIFF TRUMAN and ANDY.,5,1
COOPER,"Traveling East on highway 12, how long will it take us to reach the Timber Falls Motel?SHERIFF TRUMAN and ANDY answer simultaneously.",5,1
ANDY,Half in hour.,5,1
SHERIFF TRUMAN,Ten minutes.,5,1
ANDY,Depends how you go.,5,1
COOPER,"Hawk's found our one-armed man.CUT TO:EXT. TIMBER FALLS MOTEL - DAYTUNE: FRESHLY SQUEEZED (0:26 - 3:48) (UP TEMPO VARIANT)   28KWe view the front of the motel. A maid is pushing a cart near the rooms. A woodpecker can be heard in the background.CUT TO:EXT. TIMBER FALLS MOTEL - DAYIn a parked car in the parking lot of the motel, JOSIE takes photographs. A woodpecker can be heard in the background.CUT TO:INT. TIMBER FALLS MOTEL - DAYIn one of the motel rooms, we view a CLOSEUP of CATHERINE MARTELL, in a robe. We PAN down to see that she is rubbing the back of BENJAMIN HORNE, who is laying face down bare back on a bed. In the background, the television program 'Invitation to Love' can be heard.",5,1
CATHERINE,"I wished I could have seen Josie's face, opening the safe for her lawman Romeo. To show him the double set of books ...TUNE ENDS: FRESHLY SQUEEZED (0:26 - 3:48) (UP TEMPO VARIANT)   28K",5,1
CATHERINE,... and all she finds is the one I've been slowing cooking.,5,1
BENJAMIN,Where's the book that spells bankruptcy.,5,1
CATHERINE,"Uhm, I have more then one hiding place. My desk upstairs.",5,1
MONTANA,(from the television) God forgive me.,5,1
EMERALD,(from the television) Oh darling don't be so ...,5,1
CATHERINE,There's a drop panel on the top drawer. Not even Pete the poodle knows about that one. I'm famished.CATHERINE and BENJAMIN take a sip of wine. We can hear the television program.,5,1
MONTANA,(from the television) Let's get one thing straight I didn't spend the evening busting up the Amazons by dodging blow darts ...,5,1
CATHERINE,I suppose room service is too much to expect of this rusticated mildew farm.,5,1
BENJAMIN,You would prefer the lumber baron's suite at the Great Northern.,5,1
CATHERINE,"I'd prefer getting on with setting the torch to that damn mill.CUT TO:EXT. TIMBER FALLS MOTEL - DAYSHERIFF TRUMAN and COOPER drive up in TRUMAN'S police cruiser. DEPUTY TOMMY 'THE HAWK' HILL comes up to them as they drive up. A woodpecker can be heard in the background. As SHERIFF TRUMAN steps out, HAWK points and says ...",5,1
HAWK,"Harry, he's here at the motel. Room 101, last name is Gerard.CUT TO:INT. TIMBER FALLS MOTEL ROOM - DAYBENJAMIN and CATHERINE lie at the foot of the bed.",5,1
BENJAMIN,Now when the mill goes up in smoke. The headline that we're after is Josie Packard torches bankrupt mill in insurance fraud. Not giant wienie roast in the woods.CATHERINE laughs. He nudges her on.,5,1
BENJAMIN,"Hmm, hmm.CUT TO:EXT. TIMBER FALLS MOTEL - DAYSHERIFF TRUMAN, with his gun drawn, walks up towards the motel room door where the ONE-ARMED MAN, PHILLIP MICHAEL GERARD, is staying. As he walks, he passes a timber truck rig full of large tree logs. AGENT COOPER and DEPUTY ANDY are right behind him. ANDY has his hand on his gun, still in its holster. COOPER draws his gun and stands behind ANDY. SHERIFF TRUMAN knocks on the door.",5,1
SHERIFF TRUMAN,"Mr. Gerard, its the police, open up.ANDY fumbles with his gun to pull it out of the holster and drops it. The revolver discharges when it hits the ground. SHERIFF TRUMAN and COOPER jump. COOPER is furious for the loss of control in a serious situation. He spins around and shouts.",5,1
COOPER,"Geez!SHERIFF TRUMAN ducks down, picks up the gun and hands it to ANDY.CUT TO:INT. TIMBER FALLS MOTEL ROOM - DAYBENJAMIN gets out of bed and moves to the window to see what has happened outside. CATHERINE calmly lays back on the bed.",5,1
CATHERINE,"Gun play. Sounds serious.BENJAMIN turns to her with a look of seriousness.CUT TO:EXT. TIMBER FALLS MOTEL - DAYSHERIFF TRUMAN, AGENT COOPER and DEPUTY ANDY are still standing outside the door of the ONE-ARMED MAN, MR. GERARD. They all have their guns drawn and directed toward the door.",5,1
SHERIFF TRUMAN,Mr. Gerard?SHERIFF TRUMAN kicks the door in.CUT TO:INT. TIMBER FALLS MOTEL ROOM - DAYSHERIFF TRUMAN and COOPER rush in to the room and find MR. GERARD at the closet drawer wearing only boxer shorts.,5,1
SHERIFF TRUMAN,Don't move!ONE-ARMED MANOh my god!,5,1
SHERIFF TRUMAN,Put your hands where I can see them.Slowly MR. GERARD moves away from the closet drawer to reveal a missing left arm that was concealed behind the closet door. He stands with his right arm raised. SHERIFF TRUMAN and COOPER lower their guns and look at each other.CUT TO:INT. TIMBER FALLS MOTEL ROOM - DAYBENJAMIN moves away from the window holding a small figure. CATHERINE is still in bed.,5,1
BENJAMIN,You uh ... let me know if there's any blood shed.We see what BENJAMIN is holding a small doll with the likeness of Elvis. He picks up his folded clothes off the bed. Unknowingly something falls out of the pocket of his pants to the floor. CATHERINE notices it. BENJAMIN wiggles the doll in his hand at her and says ...,5,1
BENJAMIN,"I'm going to give little Elvis ... a bath.He puts the doll in his robe pocket and walks to the bathroom.TUNE: THE BOOKHOUSE BOYS (2:12 - 2:31) (DRAMATIC VARIANT)   32KCATHERINE gets up to pick up the item and sees that it is a poker chip. A thousand dollar poker chip from One-Eyed Jacks.TUNE ENDS: THE BOOKHOUSE BOYS (2:12 - 2:31) (DRAMATIC VARIANT)   32KCUT TO:TUNE: LAURA PALMER'S THEME    INT. TIMBER FALLS MOTEL ROOM - DAYSHERIFF TRUMAN and COOPER stand next to a seated ONE-ARMED MAN, MR. GERARD, who is looking at the drawing of the man from SARAH'S vision.",5,1
SHERIFF TRUMAN,What do mean you don't know him? You know this man.ONE-ARMED MANNo sir. I've never seen that man before in my life ...TUNE ENDS: LAURA PALMER'S THEME    ONE-ARMED MAN... but you know something he ... he kinda looks like somebody. Doesn't he?,5,1
COOPER,"Mr. Gerard, do you have a friend named Bob?ONE-ARMED MANOh, Bob Lydecker is just about my best friend in the world.",5,1
COOPER,Why have you been at the hospital the past two days?ONE-ARMED MANBob's in a coma.,5,1
SHERIFF TRUMAN,There was a Lydecker assaulted three days ago outside a bar. In Lowtown.ONE-ARMED MANThat's Bob. (nods),5,1
COOPER,Is your friend Bob a doctor?ONE-ARMED MANHe's just about the best dern veterinarian in these parts?HAWK is on the phone near a bedside stand.,5,1
HAWK,"Thanks. (hangs up) He's clean, no record, no warrants.HAWK tosses MR. GERARD'S wallet to SHERIFF TRUMAN, who hands it to COOPER. COOPER scans it over before handing it to MR. GERARD. SHERIFF TRUMAN gives HAWK an order.",5,1
SHERIFF TRUMAN,Take a look at his car.We watch DEPUTY ANDY nervously move and peer at a closed suitcase standing atop a table.,5,1
COOPER,Your middle name is Michael?ONE-ARMED MANNamed after my uncle.,5,1
COOPER,How'd you lose the arm?ONE-ARMED MANCar accident. I was on the road from Memphis to ... uh ... someplace. Selling pharmaceuticals. (waxing enthusiasm) Pretty good job.A commotion of rumbling comes from the side of the room. We view ANDY slightly embarrassed as he fumbled in opening the suitcase causing its contents of shoes to spill out onto the table and the floor.ONE-ARMED MANThat's what I'm selling these days. Everybody needs shoes.,5,1
ANDY,"There all for the right foot.ONE-ARMED MANIts my sample case. (picks up a shoe) Yeah, two day delivery, guaranteed. Oh and we could certainly take care of all your departmental needs.",5,1
COOPER,"The arm you lost, did it have a tattoo?ONE-ARMED MANWhat's this all about? I'm a shoe salesman.",5,1
SHERIFF TRUMAN,Settle down Mr. Gerard. He just asked you a question.,5,1
COOPER,"If you won't tell us, we can find out. What did it say?ONE-ARMED MAN(moved to tears) It said ... Mom. (cries)CUT TO:EXT. TIMBER FALLS MOTEL - DAYIn the parking lot, SHERIFF TRUMAN, COOPER and ANDY walk over to their cars. DEPUTY HAWK, kneeling near a puddle of oil, calls SHERIFF TRUMAN over. In the background a woodpecker can be heard.",5,1
HAWK,Harry.,5,1
SHERIFF TRUMAN,(walks over to him) What ya' got?,5,1
HAWK,"Car was already staked out when I got here. It was Josie Packard.CUT TO:TUNE: FRESHLY SQUEEZEDEXT. TWIN PEAKS HIGH SCHOOL - DAYWe view the front of the school and its sign.CUT TO:INT. TWIN PEAKS HIGH SCHOOL - DAYIn a girl's bathroom, DONNA applies lipstick as AUDREY walks in and lights up a cigarette. The bathroom has one wall lined with mirrors and sinks. The other side of the room is lined with toilet stalls. The walls and doors of the bathroom are decorated with two red lines that wrap around the room and form two peaks at intervals.",5,1
AUDREY,I've been doing some research. In real life there is no algebra.,5,1
DONNA,Maybe you should run away and join the circus.,5,1
AUDREY,"Escape. I got a better idea. A tall, dark and handsome stranger falls madly in love with me. Takes me away to a life of mystery and international intrigue",5,1
DONNA,You mean the FBI agent? Dream on.,5,1
AUDREY,Maybe ... or maybe he'll realize that I'm the woman of his dreams because I'm going to help him figure out who killed Laura.,5,1
DONNA,Is that so.,5,1
AUDREY,Yeah ...TUNE ENDS: FRESHLY SQUEEZED,5,1
AUDREY,... and your gonna help me. Fact; Laura was seeing James Hurley behind Bobby's back.DONNA is now combing her hair.,5,1
DONNA,What if she was.,5,1
AUDREY,So it is true. Fact; Laura had a sweet tooth for nose candy.,5,1
DONNA,Well I guess that's not such a big secret.,5,1
AUDREY,"I didn't know Laura half as well as you and I knew the score, Laura was wild. Come on will you help me?",5,1
DONNA,What else have you figured out Sherlock?,5,1
AUDREY,"The morning of the funeral, Dr. Jacoby is talking to my brother Johnny, trying to get him to go to the funeral. So he tells Johnny that Laura's in a better place now blah-blah-blah and he knows that because ... Laura was his patient.",5,1
DONNA,Laura was seeing Jacoby?,5,1
AUDREY,It gets better. You ever heard of One-Eyed Jacks?,5,1
DONNA,Isn't that that western with Marlon Brando?,5,1
AUDREY,Its a place across the border. They have girls working there.,5,1
DONNA,Are you saying you think Laura was one of them?,5,1
AUDREY,I don't know but if its true wouldn't you want to know about it.,5,1
DONNA,"Well, it sure'd explain a few things.",5,1
AUDREY,You know I think about it ... I think about Laura being in a place like that and I get all shivery ... but its like a hot cold. Like when ... you hold an ice cube on your bare skin for a long time.,5,1
DONNA,"Audrey, I'll help you but whatever we find out we have to promise to keep it between ourselves. Our secret.",5,1
AUDREY,Its a deal ... and I know exactly where to start. (school bell rings) Did you know that Ronette and Laura worked in the same place?,5,1
DONNA,No.,5,1
AUDREY,"The perfume counter of my father's department store.TUNE: HAPPY THOUGHTS   18KAs she walks off, AUDREY throws her cigarette into a sink. DONNA watches her leave, walks up to the sink with the cigarette and turns on the water to douse it out.TUNE ENDS: HAPPY THOUGHTS   18KCUT TO:EXT. STATE PRISON - DAYWe view a tall chain link and barbed wire fence of the prison.CUT TO:INT. STATE PRISON - DAYIn a hallway near parole hearing rooms, WILSON MOONIE, a parole officer, exits the hearing room and talks to NORMA JENNINGS, who is standing in the hall.",5,1
MOONIE,I've arranged for you to have a little chat with Hank before your hearing. He's glad your here. I hope I didn't come on too strong yesterday.,5,1
NORMA,"I'll be sure to tell him how helpful you've been, Mr. Moonie.CUT TO:TUNE: HANK'S THEME   39KINT. STATE PRISON - DAYEscorted by a guard from a separate room, HANK JENNINGS, wearing prison garb, walks over to NORMA.",5,1
HANK,Haven't seen you for a while Norma.,5,1
NORMA,Been kinda of busy.,5,1
HANK,"So, business is good?",5,1
NORMA,Yeah.HANK leans to her slightly.,5,1
HANK,"You've got to back me up in there Norma, please. I got to get out. There starting to put the zap on me big time. I know I have no right to ask of you and you have no reason to believe but ... I'll change. I swear on my life, I have changed. Give me a chance to prove it to you.TUNE ENDS: HANK'S THEME   39KCUT TO:INT. STATE PRISON - DAYIn a parole hearing room, we view a guard standing next to an American flag. Our view PANS to three parole judges sitting at one end of the room. HANK, in handcuffs, and WILSON MOONIE sit at a table positioned in the middle of the room. Behind them, to the back wall of the room, sits NORMA.",5,1
HANK,"I've replayed it in my mind a million times and I just don't have any answers. A car, in perfect condition, goes out of control. A vagrant, nobody knows, is killed ... while sleeping by the roadside. Why? Why did fate deal me this hand?PAROLE JUDGE #1You were not incarcerated for an act of fate Mr. Jennings.",5,1
HANK,"I accept that ... but it was fate. Maybe, in an odd way, even luck that sent me to prison. Just as much as the car accident.PAROLE JUDGE #2What is your point?",5,1
HANK,"I know I have a lot to make up for. For the life I destroyed and for another life ... (turns to NORMA) I very nearly destroyed.PAROLE JUDGE #2Mrs. Jennings, your husband would be facing a difficult reentry. How would you help him?",5,1
NORMA,I own the Double R Diner in Twin Peaks. I can give him a job. The boss is tough but fair.PAROLE JUDGE #2And you would live together as man and wife?,5,1
NORMA,"Well he is my husband, isn't he?PAROLE JUDGE #1Well we have what we need here. We'll make our decision without the inmate present.TUNE: HANK'S THEME   39KPAROLE JUDGE #2Well let you know by five o'clock today.CUT TO:INT. STATE PRISON - DAYWe view a CLOSEUP of a double three domino in HANK'S cuffed hands. Our view PANS up to see his shifty eyes.CUT TO:INT. STATE PRISON - DAYThe PAROLE JUDGES all leave together. HANK is escorted by a guard out of the room. HANK speaks to NORMA as he passes her on the way out.TUNE ENDS: HANK'S THEME   39K",5,1
HANK,"Catch you later.CUT TO:EXT. ONE STOP STORE - DAYWe see two old gas pumps labeled 'Indian Head' as SHERIFF TRUMAN and COOPER drive up in TRUMAN'S police cruiser and park along side them. Before they exit the vehicle, COOPER peers outside the window above the store and says ...",5,1
COOPER,"In my dream, Mike said he and Bob lived above a convenience store.",5,1
SHERIFF TRUMAN,"Cooper, I'd think you'd be afraid to go to sleep at night.They both exit the vehicle and walk to the building next to the convenience store. In the background, HAWK gives a high five to a FRIEND.",5,1
FRIEND,"Hey Hawk.COOPER stops as ANDY walks up to him. SHERIFF TRUMAN walks on up the steps of the entrance and looks at the pet a small girl holds, who is sitting on the steps.",5,1
COOPER,"Andy, could you go into the One Stop and get me some twine.",5,1
ANDY,"Okay.ANDY walks off. COOPER walks to the building next door, a veterinarian clinic. The log building has a sign above it, 'Aid to the Beast Incarnate'. COOPER and SHERIFF TRUMAN climb the stairs to the entrance and walk in.CUT TO:INT. LYDECKER VETERINARY CLINIC - DAYInside the building we see several people with different animals, including a llama, waiting to be served.CUT TO:INT. LYDECKER VETERINARY CLINIC - DAYAt the reception window, COOPER talks to the RECEPTIONIST and shows her the sketch of the frighting man from SARAH'S vision..",5,1
RECEPTIONIST,"No, that's not Dr. Lydecker.",5,1
COOPER,Does Dr. Lydecker treat birds?,5,1
RECEPTIONIST,"Why yes, of course.SHERIFF TRUMAN pulls COOPER away from the window to speak to him.",5,1
SHERIFF TRUMAN,You know there are plenty other vets in Twin Peaks.,5,1
COOPER,"Yes, but only one has a best friend with one arm. Harry ...A llama disrupts AGENT COOPER as he speaks with SHERIFF TRUMAN by walking between them and even nearly touching his face with its face. The llama snorts as it walks by.",5,1
COOPER,... in the heat of the investigative pursuit the shortest distance between two points is not necessarily a straight line.ANDY walks up to COOPER and SHERIFF TRUMAN.,5,1
COOPER,"Andy, hand me that spool of Finley's Fine Twine.COOPER briefly scans it and then hands it to SHERIFF TRUMAN. SHERIFF TRUMAN studies it and looks at ANDY as COOPER walks off to the reception window.",5,1
COOPER,"Mrs. Lumer, where going to have to confiscate your files.",5,1
RECEPTIONIST,What?COOPER returns to SHERIFF TRUMAN.,5,1
COOPER,"Harry, as clear as the signs on the turnpike, the bird that attacked Laura Palmer is a client of this office.FADE OUT:FADE IN:EXT. JOHNSON HOUSE - DAYWe view the front of the house with the sounds of ducks from the nearby lake.CUT TO:TUNE: FRESHLY SQUEEZED (0:26 - 3:48)INT. JOHNSON HOUSE - DAYIn the kitchen, we view BOBBY BRIGGS seated on a chair. SHELLY JOHNSON, in her waitress uniform, is sitting on his lap. They are seductively kissing each other.",5,1
SHELLY,"Oh, I feel so bad for you. I was watching you at the funeral. My heart was aching. I wanted to hold you so much. (kiss)",5,1
BOBBY,That James Hurley. He was seeing Laura behind my back. I'm gonna fix him.,5,1
SHELLY,Fix me first. (kiss),5,1
BOBBY,When is Leo due back?,5,1
SHELLY,Don't worry bad boy. I can hear his 'vet a mile away.,5,1
BOBBY,Don't mess around with this Shelly. Where is he?,5,1
SHELLY,He's with his friend. That creepy Jacques.She continues to kiss. BOBBY'S mind is elsewhere as he thinks about what she just said.,5,1
BOBBY,Jacques ... who?,5,1
SHELLY,That Canuk guy that works at the Roadhouse.,5,1
BOBBY,Leo and Jacques?,5,1
SHELLY,"What's the matter?BOBBY gets up from chair, lifting SHELLY. She is a little confused by his actions.",5,1
BOBBY,Gotta think ... I gotta think.,5,1
SHELLY,Uhm well ... think later Bobby. I have to get back to the diner in half in hour.,5,1
BOBBY,I gotta tell you something.,5,1
SHELLY,What? What is it?,5,1
BOBBY,I've been on to this for a while and I've been checking it out. Its pretty bad.,5,1
SHELLY,Tell me.,5,1
BOBBY,"Leo and Jacques are running drugs across the border, cocaine. And-and the-they've been selling them at school.",5,1
SHELLY,I knew it. I knew Leo was messed up in something.,5,1
BOBBY,I think its even possible they were giving drugs to Laura.,5,1
SHELLY,"Bobby, I have to show you something.She walks over to a cabinet, pries off a panel and takes out the bloody shirt that she had stashed there.",5,1
SHELLY,This was in Leo's truck two days after Laura was murdered.,5,1
BOBBY,Are you sure this is Leo's?She fiddles with the shirt trying to find the collar and reveals 'LJ'.,5,1
SHELLY,It has his initials sewn in the collar. He makes me sew them into everything.,5,1
BOBBY,"Shelly, ... this ... this could be the answer to our prayers.",5,1
SHELLY,What do you mean?,5,1
BOBBY,"You don't need to know. I'm going to take this, okay. You never saw this. Say it. I never saw it.",5,1
SHELLY,I never saw it.,5,1
BOBBY,"Leo's not going to be a problem for us anymore. Just stay clear of him, keep quiet.She moves back to the cabinet, reaches into the stash compartment and pulls out a gun.",5,1
SHELLY,I bought this.,5,1
BOBBY,"Do you know how to use it?SHELLY opens the top of her waitress uniform, revealing some lingerie, and holds the gun to her chest.",5,1
SHELLY,"I thought you could teach me. Teach me Bobby.BOBBY lustily stares at her, spits his gum out to the floor and moves to her.TUNE ENDS: FRESHLY SQUEEZED (0:26 - 3:48)CUT TO:INT. TWIN PEAKS SHERIFF'S DEPARTMENT - DAYWe view AGENT COOPER, SHERIFF TRUMAN, DEPUTY HAWK and DEPUTY ANDY enter the building. COOPER, HAWK and ANDY are carrying boxes of files from the veterinarian clinic.",5,1
SHERIFF TRUMAN,"Fellas, take'em right into the conference room.SHERIFF TRUMAN moves to the reception window to speak to LUCY.",5,1
SHERIFF TRUMAN,"Lucy, I need you to go through these files and pull out all people who own birds.",5,1
LUCY,How will I know they own birds?,5,1
SHERIFF TRUMAN,It will say so on the cards.,5,1
LUCY,"Okay, I'll start going through files then.CUT TO:INT. TWIN PEAKS SHERIFF'S DEPARTMENT - DAYIn the conference room, we watch HAWK, ANDY and COOPER place the boxes of files, marked 'Lydecker Clinic', on and around the conference table. ANDY speaks to COOPER.",5,1
ANDY,Agent Cooper I'm so sorry I don't know what happened. My gun just slipped out of my hand.,5,1
COOPER,"Well Andy, have you every used your weapon in the line of duty?",5,1
ANDY,"No sir, I haven't. I can't explain what happened. I've been feeling a little high strung.",5,1
COOPER,"Well, it was lack of preparation. We'll take care of that.SHERIFF TRUMAN pokes his head through the open door of the conference room.",5,1
SHERIFF TRUMAN,"Andy, get some ammunition from the lock box. Meet us downstairs at the pistol range.COOPER pats ANDY'S shoulder before he and SHERIFF TRUMAN walk off.CUT TO:INT. TWIN PEAKS SHERIFF'S DEPARTMENT - DAYIn the hallway, COOPER and SHERIFF TRUMAN pass LUCY, who is carrying a plant watering pitcher. ANDY enters the hall and moves over to LUCY.",5,1
ANDY,"Lucy, did you hear what happened? I feel so dumb. I dropped my gun and it went off.",5,1
LUCY,Are you all right?,5,1
ANDY,"Oh yeah, I guess so but ...",5,1
LUCY,"I would like to chat but I am now under orders to examine these files. So if you excuse me please.LUCY walks off. ANDY is again bothered by LUCY'S cold reply.CUT TO:INT. TWIN PEAKS SHERIFF'S DEPARTMENT - DAYIn the pistol range, we watch COOPER, SHERIFF TRUMAN and DEPUTY HAWK enter and pass Christmas decorations stored at the sides of the entrance to the room. COOPER is loading his gun as he speaks.",5,1
